loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,target,dti_squared,loan_to_income,installment_to_income,int_rate_times_term
21000.0,21000.0,21000.0,60.0,0.1884,542.91,4,21,10.0,1,245000.0,1,2015-05-01,0,2,10,2.7,0.0,1994-05-01,2.0,5.0,1.0,6608.0,72.0,28.0,0,0.0,0.0,21318.82,21318.82,20999.99,318.83,0.0,0.0,0.0,2015-08-01 00:00:00,526.96,2015-10-01,0.0,1.0,0,0.0,0.0,17941.0,9200.0,0,7.290000000000001,0.0857139358614862,0.0265914016677482,11.304
14025.0,14025.0,14025.0,36.0,0.0818,440.66,1,5,7.0,2,43000.0,1,2015-04-01,0,2,12,12.22,0.0,1998-11-01,0.0,11.0,0.0,6918.0,41.7,25.0,1,0.0,0.0,14425.14,14425.14,14025.0,400.14,0.0,0.0,0.0,2015-09-01 00:00:00,13091.36,2015-09-01,0.0,1.0,0,0.0,0.0,15255.0,16600.0,0,149.32840000000002,0.3261552056928908,0.1229720239064207,2.9448
7800.0,7800.0,7800.0,36.0,0.1229,260.16,2,10,10.0,0,63500.0,1,2015-04-01,0,2,37,15.82,0.0,1992-08-01,0.0,13.0,1.0,21475.0,60.2,26.0,0,0.0,0.0,8018.62,8018.62,7800.0,218.62,0.0,0.0,0.0,2015-06-01 00:00:00,7763.79,2016-01-01,0.0,1.0,0,0.0,75.0,142168.0,35700.0,0,250.2724,0.1228327112958851,0.049163320262673,4.4244
14400.0,14400.0,14400.0,36.0,0.1099,471.37,1,8,10.0,2,86000.0,0,2015-04-01,0,5,38,16.08,0.0,1997-07-01,0.0,10.0,1.0,7633.0,28.5,21.0,0,0.0,0.0,15480.92,15480.92,14400.0,1080.92,0.0,0.0,0.0,2016-01-01 00:00:00,11718.75,2016-01-01,0.0,1.0,0,0.0,0.0,43672.0,26800.0,0,258.5664,0.167439913489378,0.0657717933512401,3.9564
1000.0,1000.0,1000.0,36.0,0.1268999999999999,33.55,2,11,0.5,2,50000.0,0,2015-04-01,0,2,6,22.06,0.0,2002-04-01,1.0,8.0,0.0,25110.0,72.8,11.0,1,0.0,0.0,1018.83,1018.83,1000.0,18.83,0.0,0.0,0.0,2015-06-01 00:00:00,1019.53,2016-01-01,0.0,1.0,0,0.0,0.0,41792.0,23500.0,0,486.6436,0.0199996000079998,0.0080518389632207,4.5684
2200.0,2200.0,2200.0,36.0,0.1333,74.48,2,12,5.0,2,47000.0,0,2015-04-01,0,2,42,7.33,0.0,2004-07-01,0.0,7.0,0.0,6328.0,85.5,13.0,1,0.0,0.0,2304.81,2304.81,2200.0,104.81,0.0,0.0,0.0,2015-11-01 00:00:00,506.44,2016-01-01,0.0,1.0,0,0.0,218.0,35123.0,7400.0,0,53.7289,0.046807514733729,0.019015765622008,4.7988
12000.0,12000.0,12000.0,36.0,0.1268999999999999,402.54,2,11,3.0,2,35000.0,1,2015-04-01,0,2,33,39.33,0.0,2004-10-01,2.0,12.0,0.0,10124.0,53.0,30.0,1,0.0,0.0,12871.13,12871.13,12000.0,871.13,0.0,0.0,0.0,2015-12-01 00:00:00,10417.82,2015-12-01,0.0,1.0,0,0.0,0.0,73214.0,23500.0,0,1546.8489,0.3428473472186509,0.1380097711493957,4.5684
7200.0,7200.0,7200.0,36.0,0.1229,240.15,2,10,10.0,2,35500.0,0,2015-04-01,0,2,39,16.63,1.0,1994-04-01,0.0,4.0,1.0,3997.0,83.0,9.0,1,0.0,0.0,7772.06,7772.06,7200.0,572.06,0.0,0.0,0.0,2015-12-01 00:00:00,6095.93,2016-01-01,0.0,1.0,0,0.0,0.0,13001.0,4800.0,0,276.5569,0.2028111884172276,0.0811751781639953,4.4244
18000.0,18000.0,18000.0,36.0,0.0668,553.16,0,2,0.5,2,200000.0,0,2015-04-01,0,1,38,13.7,0.0,1994-11-01,0.0,10.0,0.0,17955.0,60.1,28.0,1,0.0,0.0,18262.68,18262.68,18000.0,262.68,0.0,0.0,0.0,2015-10-01 00:00:00,2063.4,2015-10-01,0.0,1.0,0,0.0,0.0,252682.0,29900.0,0,187.69,0.0899995500022499,0.0331894340528297,2.4048
21325.0,21325.0,21325.0,60.0,0.1561,514.18,3,15,8.0,0,103500.0,2,2015-04-01,0,3,9,13.62,0.0,1996-06-01,0.0,14.0,1.0,3205.0,10.0,70.0,0,0.0,0.0,22373.04,22373.04,21325.0,1048.04,0.0,0.0,0.0,2015-08-01 00:00:00,1848.99,2015-12-01,0.0,1.0,0,0.0,0.0,345231.0,31300.0,0,185.5044,0.2060366566506603,0.0596144964782948,9.366
5550.0,5550.0,5550.0,36.0,0.1333,187.89,2,12,0.0,2,26700.0,2,2015-04-01,0,1,39,11.37,3.0,1996-04-01,3.0,11.0,1.0,4291.0,35.0,22.0,1,0.0,0.0,5908.59,5908.59,5550.0,358.59,0.0,0.0,0.0,2015-11-01 00:00:00,4973.25,2016-01-01,0.0,1.0,0,0.0,0.0,4560.0,12150.0,0,129.27689999999998,0.207857383618591,0.0844417812066963,4.7988
13000.0,13000.0,13000.0,60.0,0.1268999999999999,293.74,2,11,7.0,2,46000.0,1,2015-04-01,0,2,4,20.53,0.0,2002-06-01,0.0,6.0,0.0,6567.0,50.9,23.0,1,0.0,0.0,13986.59,13986.59,13000.0,986.59,0.0,0.0,0.0,2015-12-01 00:00:00,12164.58,2015-12-01,0.0,1.0,0,0.0,2165.0,38585.0,12900.0,0,421.4809,0.2826025521184322,0.076626160300863,7.613999999999999
5000.0,5000.0,5000.0,36.0,0.1153,164.96,1,9,10.0,2,44000.0,0,2015-04-01,0,8,29,15.56,0.0,1990-12-01,0.0,7.0,0.0,4695.0,37.0,14.0,1,0.0,0.0,5019.22,5019.22,5000.0,19.22,0.0,0.0,0.0,2015-05-01 00:00:00,5022.42,2015-04-01,0.0,1.0,0,0.0,0.0,19780.0,12700.0,0,242.1136,0.1136337810504306,0.0449880684529897,4.1508
16000.0,16000.0,16000.0,36.0,0.1399,546.77,2,13,0.5,2,61000.0,1,2015-04-01,0,2,13,20.78,0.0,2004-05-01,2.0,23.0,0.0,18631.0,31.5,28.0,1,0.0,0.0,16754.55,16754.55,16000.0,754.55,0.0,0.0,0.0,2015-09-01 00:00:00,15126.68,2015-10-01,0.0,1.0,0,0.0,0.0,96067.0,23500.0,0,431.80840000000006,0.2622907821183259,0.1075595482041278,5.0364
21000.0,21000.0,21000.0,36.0,0.1229,700.42,2,10,10.0,2,182000.0,0,2015-04-01,0,2,4,20.53,0.0,1986-03-01,0.0,14.0,0.0,27887.0,78.3,40.0,1,0.0,0.0,22388.58,22388.58,21000.0,1388.58,0.0,0.0,0.0,2015-11-01 00:00:00,18214.74,2015-11-01,0.0,1.0,0,0.0,0.0,89901.0,35600.0,0,421.4809,0.1153839814066955,0.0461812847182158,4.4244
7700.0,7700.0,7700.0,36.0,0.1229,256.82,2,10,10.0,0,46000.0,1,2015-04-01,0,2,13,29.53,0.0,1999-09-01,0.0,12.0,0.0,21397.0,63.3,28.0,1,0.0,0.0,7905.79,7905.79,7700.0,205.79,0.0,0.0,0.0,2015-06-01 00:00:00,7654.23,2015-07-01,0.0,1.0,0,0.0,0.0,161357.0,33800.0,0,872.0209000000001,0.1673876654855329,0.0669950653246668,4.4244
22250.0,22250.0,22250.0,36.0,0.2299,861.18,5,25,2.0,0,50000.0,2,2015-04-01,0,2,5,38.36,0.0,2000-11-01,0.0,13.0,0.0,73377.0,74.0,20.0,0,0.0,0.0,23311.47,23311.47,22250.0,1061.47,0.0,0.0,0.0,2015-06-01 00:00:00,22478.71,2015-09-01,0.0,1.0,0,0.0,0.0,248853.0,81200.0,0,1471.4896,0.4449911001779964,0.2066790664186716,8.276399999999999
12575.0,12575.0,12575.0,60.0,0.1785999999999999,318.37,3,19,5.0,0,65000.0,0,2015-04-01,0,2,10,33.01,0.0,2002-12-01,1.0,14.0,0.0,6751.0,74.2,46.0,1,0.0,0.0,13861.04,13861.04,12575.0,1286.04,0.0,0.0,0.0,2015-12-01 00:00:00,11938.61,2015-12-01,0.0,1.0,0,0.0,700.0,206254.0,23500.0,0,1089.6600999999998,0.1934585621759665,0.0587750957677574,10.716
16000.0,16000.0,16000.0,36.0,0.0639,489.59,0,1,4.0,2,480000.0,0,2015-04-01,0,2,5,8.46,0.0,1997-08-01,1.0,16.0,0.0,14029.0,33.2,51.0,1,0.0,0.0,16654.4,16654.4,16000.0,654.4,0.0,0.0,0.0,2015-12-01 00:00:00,13238.63,2016-01-01,0.0,1.0,0,0.0,0.0,587548.0,42200.0,0,71.57160000000002,0.0333332638890335,0.0122397245005739,2.3004
12000.0,12000.0,12000.0,60.0,0.1229,268.7,2,10,7.0,0,60000.0,1,2015-04-01,0,2,15,6.56,0.0,2006-05-01,1.0,9.0,0.0,10973.0,52.3,13.0,1,0.0,0.0,12199.7,12199.7,12000.0,199.7,0.0,0.0,0.0,2015-06-01 00:00:00,12207.89,2015-09-01,0.0,1.0,0,0.0,0.0,82277.0,23500.0,0,43.03359999999999,0.1999966667222213,0.0537391043482608,7.374
17875.0,17875.0,17875.0,36.0,0.1465,616.59,2,14,10.0,2,60000.0,2,2015-04-01,0,5,11,0.9,0.0,1996-05-01,0.0,4.0,0.0,1848.0,23.7,21.0,1,0.0,0.0,19221.08,19221.08,17875.0,1346.08,0.0,0.0,0.0,2015-10-01 00:00:00,16152.68,2016-01-01,0.0,1.0,0,0.0,0.0,1848.0,7800.0,0,0.81,0.2979117014716421,0.1233159447342544,5.274
33500.0,33500.0,33500.0,60.0,0.2167,918.96,4,24,8.0,0,110000.0,2,2015-04-01,0,1,12,16.16,0.0,2003-02-01,1.0,10.0,0.0,16827.0,95.6,22.0,1,0.0,0.0,35961.39,35961.39,33500.0,2461.39,0.0,0.0,0.0,2015-08-01 00:00:00,33244.84,2015-12-01,0.0,1.0,0,0.0,0.0,372795.0,17600.0,0,261.1456,0.304542685975582,0.1002492704611776,13.002
3000.0,3000.0,3000.0,36.0,0.1099,98.21,1,8,9.0,2,10000.0,0,2015-04-01,0,1,9,19.69,0.0,1999-07-01,1.0,6.0,1.0,1974.0,37.0,20.0,1,0.0,0.0,3220.15,3220.15,3000.0,220.15,0.0,0.0,0.0,2015-12-01 00:00:00,2534.51,2016-01-01,0.0,1.0,0,0.0,0.0,1974.0,5400.0,0,387.69610000000006,0.2999700029997,0.1178402159784021,3.9564
20000.0,20000.0,20000.0,36.0,0.0789,625.72,0,4,5.0,2,102000.0,1,2015-04-01,0,1,40,9.21,0.0,2000-04-01,0.0,6.0,0.0,24537.0,77.2,19.0,0,0.0,0.0,21034.96,21034.96,20000.0,1034.96,0.0,0.0,0.0,2015-12-01 00:00:00,16663.69,2016-01-01,0.0,1.0,0,0.0,0.0,27566.0,31800.0,0,84.82410000000002,0.1960765090538328,0.0736133959470985,2.8404
15000.0,15000.0,15000.0,36.0,0.0917,478.19,1,6,10.0,1,110000.0,0,2015-04-01,0,8,33,32.51,0.0,1985-08-01,1.0,24.0,0.0,107451.0,55.8,49.0,0,0.0,0.0,15649.9,15649.9,15000.0,649.9,0.0,0.0,0.0,2015-10-01 00:00:00,13274.23,2016-01-01,0.0,1.0,0,0.0,0.0,266991.0,148700.0,0,1056.9000999999998,0.1363623967054845,0.0521657075844765,3.3012
35000.0,35000.0,35000.0,60.0,0.1699,869.66,3,17,2.0,0,143000.0,2,2015-04-01,0,2,34,17.04,0.0,1999-08-01,1.0,13.0,0.0,26820.0,65.9,31.0,1,0.0,0.0,38626.43,38626.43,35000.0,3626.43,0.0,0.0,0.0,2015-12-01 00:00:00,33441.51,2015-12-01,0.0,1.0,0,0.0,0.0,293997.0,23500.0,0,290.36159999999995,0.2447535331920755,0.0729779512031384,10.194
20000.0,20000.0,19750.0,60.0,0.1333,458.45,2,12,0.0,1,50000.0,1,2015-04-01,0,3,30,3.83,1.0,1976-11-01,3.0,14.0,0.0,44359.0,3.0,37.0,1,0.0,0.0,20850.86,20590.22,20000.0,850.86,0.0,0.0,0.0,2015-07-01 00:00:00,19948.77,2015-08-01,1.0,1.0,0,0.0,961.0,44383.0,148000.0,0,14.6689,0.3999920001599968,0.1100257994840103,7.998
5000.0,5000.0,5000.0,36.0,0.0917,159.4,1,6,8.0,2,40000.0,0,2015-04-01,0,2,28,4.38,0.0,2004-03-01,0.0,3.0,0.0,3044.0,43.5,18.0,0,0.0,0.0,5139.98,5139.98,5000.0,139.98,0.0,0.0,0.0,2015-07-01 00:00:00,4823.73,2015-08-01,0.0,1.0,0,0.0,0.0,3044.0,7000.0,0,19.1844,0.124996875078123,0.0478188045298867,3.3012
16000.0,16000.0,16000.0,60.0,0.1699,397.56,3,17,10.0,2,110000.0,2,2015-04-01,0,2,3,25.68,1.0,2001-06-01,1.0,9.0,0.0,34833.0,91.2,26.0,0,15302.47,15302.47,1575.14,1575.14,697.53,877.61,0.0,0.0,0.0,2015-08-01 00:00:00,397.56,2015-09-01,0.0,1.0,0,0.0,0.0,77069.0,38200.0,1,659.4624,0.1454532231525168,0.0433697875473859,10.194
8000.0,8000.0,8000.0,36.0,0.1268999999999999,268.36,2,11,10.0,0,100000.0,0,2015-04-01,0,8,41,3.62,3.0,1997-04-01,2.0,11.0,0.0,5380.0,52.2,27.0,1,0.0,0.0,8609.95,8609.95,8000.0,609.95,0.0,0.0,0.0,2015-12-01 00:00:00,6742.71,2015-12-01,0.0,1.0,0,0.0,99.0,242000.0,23500.0,0,13.1044,0.0799992000079999,0.0322028779712202,4.5684
30000.0,30000.0,30000.0,60.0,0.1825,765.89,4,20,8.0,0,145000.0,1,2015-04-01,0,3,29,5.03,0.0,2002-04-01,1.0,10.0,1.0,32631.0,31.4,20.0,1,0.0,0.0,30080.61,30080.61,30000.0,80.61,0.0,0.0,0.0,2015-05-01 00:00:00,30111.03,2016-01-01,0.0,1.0,0,0.0,0.0,387306.0,23500.0,0,25.3009,0.2068951248612078,0.0633835628719802,10.95
8000.0,8000.0,8000.0,36.0,0.0917,255.04,1,6,0.5,2,45000.0,1,2015-05-01,0,1,40,24.45,1.0,2006-06-01,0.0,20.0,0.0,8580.0,66.0,39.0,1,0.0,0.0,8007.59,8007.59,8000.0,7.59,0.0,0.0,0.0,2015-05-01 00:00:00,8015.74,2015-05-01,0.0,1.0,0,0.0,0.0,77383.0,23500.0,0,597.8025,0.1777738272482833,0.0680091553521032,3.3012
4800.0,4800.0,4800.0,36.0,0.0999,154.86,1,7,3.0,2,22000.0,0,2015-04-01,0,1,5,6.71,0.0,2003-03-01,0.0,5.0,0.0,5254.0,75.1,11.0,0,0.0,0.0,4978.82,4978.82,4800.0,178.82,0.0,0.0,0.0,2015-08-01 00:00:00,4519.57,2015-09-01,0.0,1.0,0,0.0,126.0,23459.0,7000.0,0,45.0241,0.2181719012772146,0.0844652515794736,3.5964
14700.0,14700.0,14700.0,60.0,0.1825,375.29,4,20,3.0,0,32000.0,0,2015-04-01,0,2,30,24.23,0.0,1994-02-01,1.0,11.0,0.0,16606.0,51.1,27.0,1,0.0,0.0,720.77,720.77,305.76,415.01,0.0,0.0,0.0,2015-06-01 00:00:00,375.29,2015-12-01,0.0,1.0,0,0.0,0.0,100285.0,32500.0,1,587.0929,0.4593606449798443,0.1407293522077435,10.95
13500.0,13500.0,13500.0,60.0,0.1099,293.46,1,8,10.0,0,55000.0,2,2015-04-01,0,2,33,4.43,1.0,1995-05-01,0.0,7.0,0.0,5028.0,42.3,15.0,1,0.0,0.0,13688.65,13688.65,13500.0,188.65,0.0,0.0,0.0,2015-05-01 00:00:00,13696.89,2016-01-01,0.0,1.0,0,0.0,0.0,68879.0,11900.0,0,19.6249,0.2454500827257686,0.0640264722459591,6.593999999999999
25000.0,25000.0,25000.0,60.0,0.1099,543.44,1,8,10.0,0,145000.0,1,2015-04-01,0,2,45,12.73,1.0,1997-06-01,0.0,13.0,0.0,22772.0,47.0,38.0,1,0.0,0.0,25779.83,25779.83,25000.0,779.83,0.0,0.0,0.0,2015-07-01 00:00:00,24723.48,2015-07-01,0.0,1.0,0,0.0,0.0,359832.0,48500.0,0,162.05290000000002,0.1724126040510065,0.0449740346618299,6.593999999999999
4000.0,4000.0,4000.0,36.0,0.0639,122.4,0,1,4.0,2,48000.0,0,2015-04-01,0,2,38,15.05,0.0,2003-09-01,0.0,6.0,0.0,2618.0,32.3,8.0,1,0.0,0.0,4087.56,4087.56,4000.0,87.56,0.0,0.0,0.0,2015-08-01 00:00:00,3721.78,2015-11-01,0.0,1.0,0,0.0,127.0,27144.0,8100.0,0,226.50250000000003,0.0833315972583904,0.0305993625132809,2.3004
18825.0,18825.0,18825.0,60.0,0.1561,453.9,3,15,10.0,2,70000.0,2,2015-04-01,0,2,16,34.24,1.0,2000-05-01,1.0,17.0,0.0,10209.0,48.4,47.0,1,0.0,0.0,19811.03,19811.03,18825.0,986.03,0.0,0.0,0.0,2015-08-01 00:00:00,8873.46,2016-01-01,0.0,1.0,0,0.0,0.0,55872.0,21100.0,0,1172.3776,0.2689247296467193,0.0778103169954714,9.366
8000.0,8000.0,8000.0,36.0,0.1153,263.93,1,9,8.0,2,80439.0,1,2015-04-01,0,2,28,22.9,0.0,1982-03-01,3.0,9.0,0.0,6746.0,86.0,15.0,1,0.0,0.0,8435.36,8435.36,8000.0,435.36,0.0,0.0,0.0,2015-10-01 00:00:00,7120.83,2015-11-01,0.0,1.0,0,0.0,0.0,59780.0,23500.0,0,524.41,0.0994530084535057,0.0393729487817006,4.1508
12150.0,12150.0,12150.0,36.0,0.0789,380.13,0,4,10.0,2,85000.0,0,2015-04-01,0,2,9,12.72,1.0,1981-02-01,1.0,9.0,0.0,12262.0,46.1,26.0,0,0.0,0.0,12302.61,12302.61,12150.0,152.61,0.0,0.0,0.0,2015-05-01 00:00:00,12307.94,2015-08-01,0.0,1.0,0,0.0,0.0,21285.0,26600.0,0,161.79840000000002,0.1429394948294726,0.053664780414348,2.8404
5600.0,5600.0,5600.0,36.0,0.1333,189.58,2,12,10.0,0,90000.0,1,2015-04-01,0,2,29,38.95,0.0,1988-11-01,1.0,30.0,0.0,53476.0,58.9,47.0,0,0.0,0.0,5843.66,5843.66,5600.0,243.66,0.0,0.0,0.0,2015-08-01 00:00:00,5279.07,2016-01-01,0.0,1.0,0,0.0,0.0,570778.0,90800.0,0,1517.1025000000002,0.0622215308718792,0.0252770524771946,4.7988
3000.0,3000.0,3000.0,36.0,0.1655,106.29,3,16,10.0,1,70000.0,0,2015-04-01,0,2,44,26.71,0.0,2004-04-01,0.0,7.0,1.0,4600.0,90.2,14.0,0,0.0,0.0,3138.0,3138.0,3000.0,138.0,0.0,0.0,0.0,2015-07-01 00:00:00,2928.18,2016-01-01,0.0,1.0,0,0.0,0.0,85969.0,5100.0,0,713.4241000000001,0.0428565306209911,0.0182208825588205,5.958
1500.0,1500.0,1500.0,36.0,0.0692,46.27,0,3,10.0,0,100000.0,0,2015-04-01,0,2,3,25.39,0.0,1996-05-01,0.0,8.0,0.0,354.0,7.2,26.0,1,0.0,0.0,1558.22,1558.22,1500.0,58.22,0.0,0.0,0.0,2015-11-01 00:00:00,1281.18,2016-01-01,0.0,1.0,0,0.0,0.0,238971.0,4900.0,0,644.6521,0.0149998500014999,0.0055523444765552,2.4912
28000.0,28000.0,28000.0,60.0,0.0789,566.27,0,4,10.0,0,90000.0,1,2015-04-01,0,1,5,13.99,0.0,1995-12-01,0.0,15.0,0.0,37507.0,41.4,35.0,1,0.0,0.0,29584.95,29584.95,28000.0,1584.95,0.0,0.0,0.0,2016-01-01 00:00:00,25067.06,2016-01-01,0.0,1.0,0,0.0,0.0,281558.0,90700.0,0,195.7201,0.311107654359396,0.0755018277574693,4.734
7000.0,7000.0,7000.0,36.0,0.1099,229.14,1,8,7.0,0,100000.0,1,2015-04-01,0,3,35,22.43,1.0,1986-09-01,0.0,11.0,0.0,70443.0,89.4,17.0,1,0.0,0.0,7495.63,7495.63,7000.0,495.63,0.0,0.0,0.0,2015-12-01 00:00:00,5900.2,2015-12-01,0.0,1.0,0,0.0,0.0,428308.0,74000.0,0,503.1049,0.0699993000069999,0.0274965250347496,3.9564
18000.0,18000.0,18000.0,60.0,0.0999,382.36,1,7,10.0,0,75000.0,1,2015-04-01,0,2,33,21.58,1.0,1989-08-01,0.0,9.0,0.0,27170.0,73.0,24.0,1,0.0,0.0,18955.56,18955.56,18000.0,955.56,0.0,0.0,0.0,2015-10-01 00:00:00,17063.74,2015-11-01,0.0,1.0,0,0.0,0.0,146352.0,23500.0,0,465.6963999999999,0.2399968000426661,0.0611767843095425,5.994
6400.0,6400.0,6400.0,36.0,0.1333,216.66,2,12,6.0,2,54005.0,2,2015-04-01,0,1,16,32.38,1.0,2002-03-01,3.0,20.0,0.0,2743.0,29.0,27.0,0,0.0,0.0,6440.29,6440.29,6400.0,40.29,0.0,0.0,0.0,2015-05-01 00:00:00,6445.03,2015-10-01,0.0,1.0,0,0.0,307.0,72465.0,23500.0,0,1048.4644,0.1185053512572677,0.0481413176313742,4.7988
16900.0,16900.0,16900.0,60.0,0.1757,425.21,3,18,9.0,0,38500.0,1,2015-04-01,0,2,15,20.17,0.0,2002-08-01,0.0,22.0,0.0,14842.0,32.5,32.0,1,0.0,0.0,17983.8,17983.8,16900.0,1083.8,0.0,0.0,0.0,2015-09-01 00:00:00,126.29,2015-09-01,0.0,1.0,0,0.0,500.0,32618.0,45700.0,0,406.8289000000001,0.4389496376717487,0.1325295446871509,10.542
28775.0,28775.0,28775.0,36.0,0.1785999999999999,1038.27,3,19,0.0,0,60000.0,2,2015-04-01,0,3,29,27.14,2.0,2003-10-01,1.0,10.0,0.0,1474.0,14.0,24.0,0,0.0,0.0,2047.99,2047.99,1229.08,818.91,0.0,0.0,0.0,2015-07-01 00:00:00,1038.27,2016-01-01,0.0,1.0,0,1.0,0.0,478709.0,10500.0,1,736.5796,0.4795753404109931,0.2076505391576807,6.429599999999999
